season,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered
1,11,0,6,0,2,0.24,0.81,0.1045,26,157
1,12,0,6,0,2,0.26,0.81,0.1642,25,196
1,13,0,6,0,2,0.26,0.81,0.2836,18,217
1,14,0,6,0,2,0.26,0.81,0.2537,38,205
1,15,0,6,0,2,0.3,0.61,0.2985,12,112
1,16,0,6,0,3,0.22,0.75,0.4179,12,134
1,17,0,6,0,3,0.22,0.69,0.4627,13,131
1,18,0,6,0,2,0.22,0.47,0.6567,3,105
1,19,0,6,0,2,0.2,0.4,0.5522,2,85
1,20,0,6,0,2,0.16,0.43,0.5522,1,62
1,21,0,6,0,1,0.14,0.43,0.6418,5,43
1,22,0,6,0,2,0.14,0.39,0.3881,0,46
1,23,0,6,0,3,0.12,0.5,0.4925,0,20
1,0,0,0,0,3,0.1,0.68,0.3881,0,21
1,1,0,0,0,3,0.08,0.79,0.4627,0,24
1,2,0,0,0,2,0.1,0.58,0.5821,1,26
1,3,0,0,0,2,0.1,0.46,0.6866,0,14
1,4,0,0,0,2,0.1,0.46,0.7164,0,1
1,5,0,0,0,1,0.1,0.49,0.3881,0,3
1,6,0,0,0,1,0.1,0.49,0.3881,0,2
1,7,0,0,0,1,0.08,0.53,0.194,0,18
1,8,0,0,0,1,0.08,0.53,0.2537,0,26
1,9,0,0,0,1,0.1,0.49,0.2985,3,60
1,10,0,0,0,1,0.12,0.42,0.3582,8,83
1,11,0,0,0,1,0.12,0.42,0.2985,3,121
1,12,0,0,0,1,0.14,0.39,0.6418,7,133
1,13,0,0,0,1,0.16,0.4,0.4478,10,128
1,14,0,0,0,1,0.16,0.4,0.5224,9,102
1,15,0,0,0,1,0.16,0.4,0.5522,5,150
1,16,0,0,0,1,0.2,0.34,0.4627,16,148
1,17,0,0,0,1,0.18,0.37,0.4179,4,83
1,18,0,0,0,1,0.16,0.4,0.4627,4,92
1,19,0,0,0,1,0.16,0.4,0.2836,2,78
1,20,0,0,0,1,0.14,0.42,0.3284,1,56
1,21,0,0,0,1,0.14,0.43,0.2985,0,36
1,22,0,0,0,1,0.14,0.43,0.1642,0,28
1,23,0,0,0,1,0.14,0.43,0.2239,0,23
1,0,0,1,1,1,0.14,0.46,0.2239,0,9
1,1,0,1,1,1,0.12,0.5,0.2239,0,6
1,2,0,1,1,1,0.14,0.46,0.194,0,4
1,3,0,1,1,1,0.12,0.54,0.1045,0,1
1,4,0,1,1,1,0.12,0.54,0.0896,0,2
1,5,0,1,1,1,0.1,0.58,0.1343,0,17
1,6,0,1,1,1,0.1,0.54,0.2239,1,71
1,7,0,1,1,1,0.1,0.54,0.194,1,194
1,8,0,1,1,1,0.1,0.54,0.1343,4,413
1,9,0,1,1,1,0.12,0.5,0.194,7,198
1,10,0,1,1,1,0.14,0.5,0.1343,1,70
1,11,0,1,1,1,0.22,0.37,0.194,5,85
1,12,0,1,1,1,0.28,0.28,0.3284,7,111
1,13,0,1,1,1,0.32,0.22,0.2239,11,129
1,14,0,1,1,1,0.34,0.23,0.1045,10,125
1,15,0,1,1,1,0.36,0.27,0.1343,10,145
1,16,0,1,1,1,0.36,0.23,0.194,5,206
1,17,0,1,1,1,0.36,0.23,0.194,8,399
1,18,0,1,1,1,0.34,0.25,0.2537,6,399
1,19,0,1,1,1,0.34,0.25,0.1343,7,256
1,20,0,1,1,1,0.3,0.42,0.1642,4,210
1,21,0,1,1,1,0.28,0.45,0.1343,2,145
1,22,0,1,1,1,0.26,0.56,0.1045,3,99
1,23,0,1,1,1,0.28,0.41,0.0,2,34
1,0,0,2,1,2,0.26,0.6,0.0,0,14
1,1,0,2,1,2,0.26,0.56,0.0,0,6
1,2,0,2,1,2,0.28,0.41,0.0,0,3
1,3,0,2,1,2,0.26,0.52,0.0,0,3
1,4,0,2,1,2,0.26,0.65,0.1045,0,2
1,5,0,2,1,2,0.26,0.65,0.1045,2,20
1,6,0,2,1,2,0.26,0.56,0.0,1,89
1,7,0,2,1,2,0.24,0.6,0.0896,4,276
1,8,0,2,1,2,0.24,0.7,0.0,3,510
1,9,0,2,1,2,0.26,0.56,0.0896,6,256
1,10,0,2,1,2,0.26,0.6,0.1343,8,90
1,11,0,2,1,2,0.3,0.45,0.1642,5,107
1,12,0,2,1,2,0.3,0.52,0.2239,10,162
1,13,0,2,1,2,0.36,0.4,0.2537,6,167
1,14,0,2,1,1,0.4,0.4,0.2239,13,111
1,15,0,2,1,2,0.42,0.38,0.4478,7,138
1,16,0,2,1,1,0.42,0.35,0.2985,15,251
1,17,0,2,1,1,0.42,0.38,0.3582,19,504
1,18,0,2,1,2,0.38,0.46,0.2985,8,398
1,19,0,2,1,2,0.36,0.5,0.1642,11,270
1,20,0,2,1,2,0.38,0.46,0.1343,6,178
1,21,0,2,1,2,0.36,0.5,0.1045,4,105
1,22,0,2,1,2,0.36,0.5,0.1045,5,72
1,23,0,2,1,2,0.36,0.5,0.0896,2,55
1,0,0,3,1,1,0.32,0.57,0.0,0,22
1,1,0,3,1,1,0.34,0.53,0.0,0,5
1,2,0,3,1,1,0.3,0.61,0.0,0,4
1,3,0,3,1,1,0.28,0.75,0.0,0,3
1,4,0,3,1,1,0.28,0.7,0.1045,0,1
1,5,0,3,1,1,0.28,0.7,0.1045,0,25
1,6,0,3,1,1,0.3,0.61,0.1343,3,92
1,7,0,3,1,2,0.3,0.65,0.194,3,318
1,8,0,3,1,1,0.32,0.61,0.3582,7,508
1,9,0,3,1,1,0.32,0.61,0.3284,5,226
1,10,0,3,1,1,0.34,0.57,0.2985,12,108
1,11,0,3,1,1,0.36,0.53,0.2836,13,125
1,12,0,3,1,1,0.38,0.46,0.3881,11,152
1,13,0,3,1,1,0.4,0.43,0.2836,11,159
1,14,0,3,1,1,0.42,0.41,0.3582,6,128
1,15,0,3,1,1,0.42,0.41,0.2239,7,164
1,16,0,3,1,1,0.42,0.38,0.194,9,222
1,17,0,3,1,1,0.42,0.38,0.194,17,470
1,18,0,3,1,1,0.4,0.4,0.2239,9,459
1,19,0,3,1,1,0.38,0.43,0.1642,9,302
1,20,0,3,1,1,0.36,0.46,0.1642,4,207
1,21,0,3,1,1,0.34,0.53,0.1642,8,170
1,22,0,3,1,1,0.34,0.49,0.1045,3,104
1,23,0,3,1,1,0.34,0.53,0.0896,4,54
1,0,0,4,1,2,0.3,0.7,0.1343,1,22
1,1,0,4,1,2,0.3,0.7,0.0,0,5
1,2,0,4,1,2,0.3,0.7,0.0896,1,6
1,3,0,4,1,2,0.3,0.61,0.0,0,1
1,4,0,4,1,3,0.3,0.7,0.0896,0,3
1,5,0,4,1,2,0.3,0.7,0.0,0,20
1,6,0,4,1,2,0.3,0.7,0.0896,4,83
1,7,0,4,1,2,0.3,0.7,0.1343,3,285
1,8,0,4,1,2,0.3,0.7,0.0896,9,489
1,9,0,4,1,2,0.3,0.7,0.1642,3,199
1,10,0,4,1,3,0.32,0.7,0.1343,2,42
1,11,0,4,1,3,0.32,0.7,0.1045,2,69
1,12,0,4,1,3,0.32,0.76,0.0896,1,44
1,13,0,4,1,3,0.34,0.71,0.2537,2,62
1,14,0,4,1,3,0.32,0.81,0.194,1,30
1,15,0,4,1,3,0.34,0.76,0.0,3,50
1,16,0,4,1,3,0.34,0.81,0.0,8,110
1,17,0,4,1,3,0.34,0.87,0.0,8,281
1,18,0,4,1,3,0.34,0.87,0.1343,8,345
1,19,0,4,1,2,0.32,0.87,0.1642,4,254
1,20,0,4,1,2,0.32,0.87,0.1343,5,211
1,21,0,4,1,2,0.34,0.81,0.1045,3,142
1,22,0,4,1,2,0.32,0.81,0.0,3,108
1,23,0,4,1,1,0.32,0.81,0.0896,3,70
1,0,0,5,1,2,0.3,0.87,0.0,2,32
1,1,0,5,1,2,0.3,0.93,0.0,2,16
1,2,0,5,1,2,0.3,0.93,0.1045,1,11
1,3,0,5,1,2,0.28,0.93,0.1045,0,1
1,4,0,5,1,2,0.28,0.93,0.194,0,1
1,5,0,5,1,2,0.28,0.93,0.1642,0,16
1,6,0,5,1,2,0.28,0.96,0.1343,1,70
1,7,0,5,1,2,0.28,0.93,0.1045,4,222
1,8,0,5,1,2,0.26,1.0,0.0,4,516
1,9,0,5,1,2,0.26,1.0,0.0,8,275
1,10,0,5,1,1,0.34,0.71,0.2836,13,103
1,11,0,5,1,1,0.36,0.62,0.4179,9,133
1,12,0,5,1,1,0.38,0.46,0.3881,21,177
1,13,0,5,1,1,0.4,0.43,0.3582,34,171
1,14,0,5,1,1,0.4,0.37,0.3582,33,137
1,15,0,5,1,1,0.42,0.35,0.4179,41,180
1,16,0,5,1,1,0.42,0.32,0.2985,56,251
1,17,0,5,1,1,0.42,0.32,0.3284,36,429
1,18,0,5,1,1,0.4,0.35,0.2537,15,362
1,19,0,5,1,1,0.38,0.37,0.2239,16,266
1,20,0,5,1,1,0.4,0.35,0.194,13,158
1,21,0,5,1,1,0.38,0.37,0.194,15,114
1,22,0,5,1,1,0.36,0.4,0.2239,15,92
1,23,0,5,1,1,0.36,0.4,0.194,10,72
1,0,0,6,0,1,0.34,0.42,0.1642,5,81
1,1,0,6,0,1,0.32,0.49,0.1642,7,38
1,2,0,6,0,1,0.3,0.61,0.2537,6,39
1,3,0,6,0,1,0.28,0.65,0.1045,3,15
1,4,0,6,0,1,0.26,0.7,0.0,3,4
1,5,0,6,0,1,0.24,0.7,0.0896,0,1
1,6,0,6,0,1,0.24,0.7,0.0,1,8
1,7,0,6,0,1,0.24,0.7,0.0,8,33
1,8,0,6,0,1,0.22,0.87,0.0,10,92
1,9,0,6,0,1,0.22,0.8,0.1045,22,116
1,10,0,6,0,1,0.26,0.81,0.1045,48,157
1,11,0,6,0,1,0.32,0.57,0.1343,102,184
1,12,0,6,0,1,0.36,0.43,0.194,128,241
1,13,0,6,0,1,0.4,0.43,0.2836,165,219
1,14,0,6,0,1,0.44,0.35,0.3582,183,244
1,15,0,6,0,1,0.42,0.41,0.2537,229,270
1,16,0,6,0,1,0.44,0.44,0.3284,186,218
1,17,0,6,0,1,0.48,0.36,0.2836,142,222
1,18,0,6,0,1,0.46,0.38,0.2985,70,176
1,19,0,6,0,1,0.44,0.44,0.1642,38,150
1,20,0,6,0,1,0.44,0.44,0.1642,25,123
1,21,0,6,0,1,0.44,0.33,0.2985,25,89
1,22,0,6,0,1,0.4,0.4,0.4478,17,101
1,23,0,6,0,2,0.36,0.4,0.3881,12,62
1,0,0,0,0,2,0.34,0.39,0.3582,9,65
1,1,0,0,0,2,0.32,0.39,0.2537,10,62
1,2,0,0,0,2,0.3,0.36,0.2836,3,45
1,3,0,0,0,2,0.3,0.36,0.2239,3,12
1,4,0,0,0,2,0.28,0.41,0.3881,0,3
1,5,0,0,0,2,0.26,0.48,0.2985,1,1
1,6,0,0,0,1,0.24,0.52,0.3284,0,5
1,7,0,0,0,2,0.24,0.52,0.2836,2,12
1,8,0,0,0,2,0.24,0.56,0.194,8,48
1,9,0,0,0,2,0.24,0.56,0.2537,20,73
1,10,0,0,0,2,0.26,0.52,0.2537,49,142
1,11,0,0,0,2,0.26,0.56,0.3284,82,144
1,12,0,0,0,2,0.28,0.52,0.2537,71,184
1,13,0,0,0,1,0.3,0.49,0.1642,64,197
1,14,0,0,0,2,0.32,0.45,0.194,48,189
1,15,0,0,0,2,0.3,0.49,0.194,85,168
1,16,0,0,0,2,0.32,0.45,0.2836,62,150
1,17,0,0,0,2,0.3,0.49,0.2537,22,135
1,18,0,0,0,2,0.3,0.49,0.3284,23,144
1,19,0,0,0,2,0.3,0.52,0.2537,18,101
1,20,0,0,0,2,0.3,0.52,0.2836,22,81
1,21,0,0,0,3,0.26,0.65,0.1642,3,33
1,22,0,0,0,3,0.24,0.75,0.0896,8,47
1,23,0,0,0,2,0.22,0.93,0.1642,5,30
1,0,1,1,0,2,0.24,0.87,0.0896,5,36
1,1,1,1,0,2,0.24,0.87,0.0896,3,12
1,2,1,1,0,2,0.24,0.87,0.0896,1,19
1,3,1,1,0,2,0.24,0.81,0.194,0,8
1,5,1,1,0,2,0.24,0.6,0.3582,0,6
1,6,1,1,0,1,0.24,0.52,0.4179,1,9
1,7,1,1,0,2,0.22,0.55,0.3284,2,42
1,8,1,1,0,1,0.2,0.59,0.3582,9,111
1,9,1,1,0,1,0.2,0.59,0.3582,12,98
1,10,1,1,0,1,0.22,0.55,0.4478,30,113
1,11,1,1,0,1,0.26,0.48,0.3582,45,163
1,12,1,1,0,1,0.28,0.45,0.2239,65,216
1,13,1,1,0,1,0.3,0.42,0.2836,66,246
1,14,1,1,0,1,0.32,0.36,0.194,57,206
1,15,1,1,0,1,0.34,0.34,0.2239,54,235
1,16,1,1,0,1,0.36,0.29,0.1045,64,216
1,17,1,1,0,1,0.38,0.27,0.2537,27,226
1,18,1,1,0,1,0.34,0.34,0.2239,27,215
1,19,1,1,0,1,0.34,0.34,0.2239,8,164
1,20,1,1,0,1,0.34,0.34,0.194,9,117
1,21,1,1,0,1,0.3,0.39,0.1642,8,90
1,22,1,1,0,1,0.3,0.45,0.0896,9,53
1,23,1,1,0,1,0.3,0.39,0.0,0,26
1,0,0,2,1,1,0.26,0.65,0.0,1,11
1,1,0,2,1,1,0.26,0.56,0.0,0,7
1,2,0,2,1,1,0.24,0.6,0.0,0,3
1,4,0,2,1,1,0.22,0.64,0.0,0,2
1,5,0,2,1,1,0.2,0.69,0.0,0,15
1,6,0,2,1,1,0.2,0.75,0.0,3,83
1,7,0,2,1,1,0.22,0.64,0.0,6,273
1,8,0,2,1,1,0.2,0.69,0.0896,5,459
1,9,0,2,1,1,0.2,0.75,0.1045,6,211
1,10,0,2,1,1,0.24,0.7,0.194,8,77
1,11,0,2,1,2,0.26,0.7,0.2836,5,81
1,12,0,2,1,2,0.3,0.56,0.3881,16,147
1,13,0,2,1,1,0.34,0.49,0.4179,8,123
1,14,0,2,1,2,0.32,0.53,0.3881,16,108
1,15,0,2,1,1,0.34,0.49,0.4179,23,137
1,16,0,2,1,1,0.36,0.46,0.4179,14,240
1,17,0,2,1,1,0.38,0.4,0.4478,21,411
1,18,0,2,1,1,0.38,0.4,0.4478,11,414
1,19,0,2,1,1,0.36,0.46,0.2985,5,299
1,20,0,2,1,1,0.34,0.53,0.2537,4,223
1,21,0,2,1,1,0.34,0.61,0.1642,7,147
1,22,0,2,1,2,0.34,0.71,0.194,3,97
1,23,0,2,1,1,0.32,0.66,0.2239,1,46
1,0,0,3,1,1,0.32,0.66,0.2239,5,19
1,1,0,3,1,1,0.32,0.7,0.1343,3,4
1,2,0,3,1,1,0.34,0.66,0.2836,1,5
1,3,0,3,1,2,0.34,0.71,0.2239,1,3
1,4,0,3,1,1,0.34,0.71,0.1642,0,2
1,5,0,3,1,1,0.32,0.7,0.1045,1,29
1,6,0,3,1,1,0.32,0.76,0.1642,5,85
1,7,0,3,1,1,0.32,0.76,0.0896,10,292
1,8,0,3,1,1,0.3,0.75,0.0896,9,567
1,9,0,3,1,1,0.32,0.7,0.0896,11,241
1,10,0,3,1,1,0.34,0.71,0.0896,17,122
1,11,0,3,1,1,0.36,0.66,0.1642,22,149
1,12,0,3,1,1,0.4,0.62,0.2836,21,186
1,13,0,3,1,1,0.42,0.54,0.2985,15,175
1,14,0,3,1,1,0.44,0.54,0.3284,35,142
1,15,0,3,1,1,0.5,0.31,0.4179,34,161
1,16,0,3,1,1,0.52,0.29,0.4627,30,268
1,17,0,3,1,1,0.52,0.32,0.3881,43,486
1,18,0,3,1,2,0.48,0.41,0.3284,42,483
1,19,0,3,1,2,0.46,0.44,0.2836,22,305
1,20,0,3,1,2,0.44,0.47,0.194,25,249
1,21,0,3,1,2,0.48,0.33,0.2836,19,220
1,22,0,3,1,2,0.44,0.47,0.2537,18,129
1,23,0,3,1,2,0.46,0.41,0.2836,5,57
1,0,0,4,1,2,0.44,0.47,0.2537,12,30
1,1,0,4,1,2,0.44,0.58,0.2836,3,12
1,2,0,4,1,2,0.44,0.62,0.2239,5,4
1,3,0,4,1,3,0.44,0.67,0.194,2,4
1,4,0,4,1,1,0.4,0.76,0.2239,0,1
1,5,0,4,1,1,0.4,0.76,0.2239,2,30
1,6,0,4,1,1,0.36,0.87,0.194,3,88
1,7,0,4,1,1,0.36,0.81,0.2239,9,317
1,8,0,4,1,1,0.34,0.87,0.194,11,549
1,9,0,4,1,1,0.36,0.81,0.2537,14,228
1,10,0,4,1,1,0.42,0.67,0.194,41,107
1,11,0,4,1,1,0.48,0.48,0.2836,54,128
1,12,0,4,1,1,0.5,0.42,0.2537,25,199
1,13,0,4,1,1,0.52,0.39,0.194,30,188
1,14,0,4,1,1,0.54,0.37,0.2537,36,156
1,15,0,4,1,1,0.54,0.33,0.1343,46,171
1,16,0,4,1,1,0.56,0.32,0.0,45,298
1,17,0,4,1,1,0.54,0.32,0.1642,49,561
1,18,0,4,1,1,0.54,0.37,0.1343,36,486
1,19,0,4,1,1,0.5,0.39,0.0896,20,349
1,20,0,4,1,1,0.46,0.44,0.1343,23,246
1,21,0,4,1,1,0.44,0.51,0.2239,17,205
1,22,0,4,1,1,0.44,0.54,0.2537,19,118
1,23,0,4,1,1,0.44,0.54,0.0,14,71
1,0,0,5,1,2,0.44,0.58,0.0896,12,34
1,1,0,5,1,1,0.44,0.62,0.194,3,15
1,2,0,5,1,3,0.42,0.77,0.2836,1,4
1,3,0,5,1,1,0.42,0.82,0.1343,0,5
1,4,0,5,1,1,0.4,0.87,0.1343,0,2
1,5,0,5,1,2,0.4,0.87,0.194,1,25
1,6,0,5,1,2,0.4,0.87,0.1642,2,80
1,7,0,5,1,2,0.4,0.76,0.2239,7,265
1,8,0,5,1,2,0.38,0.76,0.3284,17,452
1,9,0,5,1,3,0.36,0.81,0.2537,15,229
1,10,0,5,1,3,0.36,0.81,0.1642,22,119
1,11,0,5,1,2,0.36,0.81,0.1045,27,136
1,12,0,5,1,2,0.4,0.76,0.1343,27,201
1,13,0,5,1,2,0.42,0.71,0.1045,30,153
1,14,0,5,1,2,0.46,0.67,0.1045,5,26
1,15,0,5,1,3,0.4,0.87,0.194,11,83
1,16,0,5,1,3,0.4,0.87,0.194,12,166
1,17,0,5,1,3,0.42,0.94,0.1045,14,242
1,18,0,5,1,2,0.42,0.94,0.0,11,289
1,19,0,5,1,2,0.44,0.88,0.1045,6,227
1,20,0,5,1,1,0.44,0.62,0.4179,8,159
1,21,0,5,1,1,0.42,0.35,0.806,1,151
1,22,0,5,1,1,0.4,0.37,0.5821,4,102
1,23,0,5,1,1,0.38,0.37,0.6866,10,76
1,0,0,6,0,1,0.36,0.43,0.3881,5,56
1,1,0,6,0,1,0.34,0.42,0.3582,4,42
1,2,0,6,0,1,0.32,0.45,0.2537,1,37
1,3,0,6,0,1,0.3,0.45,0.2985,0,7
1,4,0,6,0,1,0.3,0.42,0.3284,0,2
1,5,0,6,0,2,0.3,0.42,0.2985,0,3
1,6,0,6,0,2,0.3,0.42,0.2985,1,12
1,7,0,6,0,1,0.28,0.45,0.4478,3,20
1,8,0,6,0,1,0.26,0.48,0.2985,3,90
1,9,0,6,0,3,0.22,0.75,0.3284,15,107
1,10,0,6,0,1,0.26,0.6,0.3582,24,159
1,11,0,6,0,1,0.3,0.39,0.6119,23,187
1,12,0,6,0,1,0.32,0.29,0.6567,41,217
1,13,0,6,0,1,0.32,0.31,0.4925,48,178
1,14,0,6,0,1,0.32,0.29,0.5522,35,181
1,15,0,6,0,1,0.32,0.29,0.4179,21,211
1,16,0,6,0,1,0.32,0.26,0.5821,32,163
1,17,0,6,0,1,0.3,0.33,0.3582,16,143
1,18,0,6,0,1,0.3,0.28,0.5821,7,126
1,19,0,6,0,1,0.26,0.33,0.4478,12,137
1,20,0,6,0,1,0.26,0.3,0.5522,10,95
1,21,0,6,0,1,0.24,0.35,0.3284,5,80
1,22,0,6,0,1,0.24,0.38,0.4627,4,78
1,23,0,6,0,1,0.24,0.41,0.4179,7,84
1,0,0,0,0,1,0.24,0.41,0.3582,7,63
1,1,0,0,0,1,0.24,0.44,0.3284,5,50
1,2,0,0,0,1,0.24,0.44,0.3284,5,37
1,3,0,0,0,1,0.24,0.41,0.194,0,21
1,4,0,0,0,1,0.24,0.41,0.194,1,5
1,5,0,0,0,1,0.22,0.44,0.2239,0,5
1,6,0,0,0,1,0.22,0.44,0.3284,0,2
1,7,0,0,0,1,0.2,0.51,0.2985,2,20
1,8,0,0,0,1,0.2,0.51,0.2537,2,57
1,9,0,0,0,1,0.22,0.47,0.2239,11,76
1,10,0,0,0,1,0.26,0.41,0.1642,27,161
1,11,0,0,0,1,0.28,0.41,0.2836,43,184
1,12,0,0,0,1,0.3,0.39,0.1343,49,256
1,13,0,0,0,1,0.32,0.36,0.0,58,267
1,14,0,0,0,1,0.34,0.31,0.0,68,263
1,15,0,0,0,1,0.36,0.29,0.0,72,281
1,16,0,0,0,1,0.36,0.32,0.2537,64,275
1,17,0,0,0,1,0.36,0.32,0.2239,46,241
1,18,0,0,0,1,0.34,0.36,0.2836,17,199
1,19,0,0,0,1,0.34,0.34,0.1642,13,130
1,20,0,0,0,1,0.32,0.42,0.1642,9,79
1,21,0,0,0,1,0.3,0.45,0.1343,8,75
1,22,0,0,0,1,0.3,0.42,0.2239,3,68
1,23,0,0,0,1,0.26,0.56,0.1642,5,59
1,0,0,1,1,1,0.26,0.6,0.2537,2,27
1,1,0,1,1,1,0.26,0.65,0.2239,0,6
1,2,0,1,1,1,0.26,0.7,0.2985,0,4
1,3,0,1,1,1,0.24,0.75,0.1642,0,2
1,4,0,1,1,1,0.22,0.8,0.1343,0,1
1,5,0,1,1,1,0.22,0.8,0.1343,0,16
1,6,0,1,1,1,0.24,0.7,0.2537,1,89
1,7,0,1,1,1,0.24,0.6,0.2239,2,278
1,8,0,1,1,1,0.24,0.6,0.0,14,514
1,9,0,1,1,1,0.26,0.6,0.194,11,219
1,10,0,1,1,1,0.32,0.45,0.2537,16,88
1,11,0,1,1,1,0.36,0.43,0.2537,11,92
1,12,0,1,1,1,0.4,0.37,0.2985,13,164
1,13,0,1,1,1,0.4,0.43,0.2836,23,159
1,14,0,1,1,1,0.46,0.36,0.2836,24,134
1,15,0,1,1,1,0.52,0.25,0.4179,24,150
1,16,0,1,1,1,0.54,0.26,0.4478,20,266
1,17,0,1,1,1,0.54,0.24,0.4478,26,503
1,18,0,1,1,1,0.52,0.27,0.4179,10,517
1,19,0,1,1,1,0.5,0.29,0.3881,16,318
1,20,0,1,1,1,0.48,0.33,0.3582,11,208
1,21,0,1,1,1,0.46,0.36,0.2836,14,181
1,22,0,1,1,1,0.44,0.44,0.2537,9,83
1,23,0,1,1,1,0.42,0.5,0.1642,6,50
1,0,0,2,1,1,0.42,0.54,0.1343,0,10
1,1,0,2,1,1,0.38,0.62,0.1642,0,6
1,2,0,2,1,1,0.4,0.54,0.1045,1,2
1,3,0,2,1,1,0.4,0.32,0.3582,0,6
1,4,0,2,1,1,0.32,0.42,0.3582,0,2
1,5,0,2,1,1,0.32,0.42,0.3582,1,20
1,6,0,2,1,1,0.3,0.45,0.3284,1,100
1,7,0,2,1,1,0.28,0.45,0.2985,12,313
1,8,0,2,1,1,0.26,0.48,0.2836,16,543
1,9,0,2,1,1,0.28,0.45,0.3582,7,225
1,10,0,2,1,1,0.3,0.42,0.2985,14,118
1,11,0,2,1,1,0.34,0.36,0.2537,8,155
1,12,0,2,1,1,0.36,0.34,0.1343,19,164
1,13,0,2,1,1,0.36,0.32,0.1045,16,174
1,14,0,2,1,1,0.4,0.28,0.1045,13,121
1,15,0,2,1,1,0.42,0.26,0.0896,17,149
1,16,0,2,1,1,0.42,0.28,0.0896,17,270
1,17,0,2,1,1,0.42,0.26,0.0896,33,497
1,18,0,2,1,1,0.42,0.28,0.1642,17,432
1,19,0,2,1,1,0.42,0.26,0.0,15,291
1,20,0,2,1,1,0.4,0.3,0.1343,2,202
1,21,0,2,1,1,0.34,0.46,0.1045,10,178
1,22,0,2,1,1,0.34,0.46,0.1045,6,95
1,23,0,2,1,1,0.32,0.53,0.2239,4,61
1,0,0,3,1,1,0.32,0.53,0.1045,2,30
1,1,0,3,1,1,0.32,0.49,0.1045,0,6
1,2,0,3,1,1,0.3,0.56,0.2239,0,4
1,3,0,3,1,1,0.28,0.7,0.0896,0,2
1,5,0,3,1,1,0.26,0.75,0.0896,0,29
1,6,0,3,1,2,0.28,0.75,0.0896,4,100
1,7,0,3,1,2,0.26,0.81,0.1343,11,242
1,8,0,3,1,2,0.28,0.75,0.1045,2,114
1,9,0,3,1,3,0.3,0.81,0.1642,5,33
1,10,0,3,1,3,0.3,0.81,0.1642,0,10
1,11,0,3,1,3,0.3,0.87,0.194,1,9
1,12,0,3,1,3,0.32,0.93,0.3284,1,69
1,13,0,3,1,2,0.36,0.93,0.3582,4,72
1,14,0,3,1,2,0.36,0.93,0.3582,2,54
1,15,0,3,1,2,0.4,0.82,0.2836,3,87
1,16,0,3,1,3,0.4,0.82,0.2239,5,162
1,17,0,3,1,2,0.4,0.87,0.1642,7,246
1,18,0,3,1,3,0.4,0.87,0.0,11,181
1,19,0,3,1,2,0.4,0.87,0.1045,0,102
1,20,0,3,1,3,0.42,0.88,0.1642,2,95
1,21,0,3,1,3,0.42,0.88,0.1642,0,39
1,22,0,3,1,3,0.42,0.94,0.2537,2,53
1,23,0,3,1,3,0.42,0.94,0.2537,3,30
1,0,0,4,1,2,0.42,0.94,0.0,1,10
1,1,0,4,1,3,0.46,0.94,0.1045,0,12
1,2,0,4,1,2,0.46,0.94,0.2836,0,6
1,3,0,4,1,1,0.46,0.94,0.2239,0,3
1,4,0,4,1,1,0.48,0.88,0.194,0,5
1,5,0,4,1,1,0.48,0.88,0.1642,0,18
1,6,0,4,1,2,0.42,0.94,0.0,2,107
1,7,0,4,1,2,0.44,0.94,0.1343,8,296
1,8,0,4,1,1,0.42,0.94,0.1343,15,579
1,9,0,4,1,1,0.46,0.77,0.2537,5,281
1,10,0,4,1,1,0.52,0.55,0.1642,11,122
1,11,0,4,1,1,0.56,0.43,0.194,19,149
1,12,0,4,1,1,0.56,0.37,0.2239,16,204
1,13,0,4,1,1,0.58,0.32,0.2537,24,187
1,14,0,4,1,1,0.58,0.35,0.2239,37,174
1,15,0,4,1,1,0.6,0.31,0.2537,31,192
1,16,0,4,1,1,0.58,0.32,0.2985,38,323
1,17,0,4,1,1,0.56,0.35,0.2985,49,551
1,18,0,4,1,1,0.54,0.34,0.3582,27,498
1,19,0,4,1,1,0.48,0.41,0.3284,11,317
1,20,0,4,1,1,0.44,0.44,0.4179,12,242
1,21,0,4,1,1,0.42,0.47,0.4627,7,190
1,22,0,4,1,1,0.38,0.5,0.2537,3,123
1,23,0,4,1,1,0.36,0.5,0.2239,9,76
1,0,0,5,1,1,0.34,0.53,0.1642,1,45
1,1,0,5,1,1,0.34,0.49,0.2239,2,18
1,2,0,5,1,1,0.34,0.53,0.2836,2,4
1,3,0,5,1,1,0.32,0.57,0.194,0,3
1,4,0,5,1,1,0.32,0.61,0.0,0,2
1,5,0,5,1,1,0.3,0.7,0.0,0,24
1,6,0,5,1,1,0.3,0.7,0.0,4,88
1,7,0,5,1,1,0.3,0.7,0.0,4,258
1,8,0,5,1,1,0.28,0.75,0.0896,16,533
1,9,0,5,1,1,0.3,0.81,0.0,15,299
1,10,0,5,1,1,0.36,0.5,0.1642,14,118
1,11,0,5,1,1,0.38,0.46,0.194,40,154
1,12,0,5,1,1,0.4,0.43,0.1642,40,194
1,13,0,5,1,1,0.42,0.44,0.2239,31,191
1,14,0,5,1,2,0.44,0.44,0.2836,29,176
1,15,0,5,1,2,0.42,0.5,0.2985,5,73
1,16,0,5,1,3,0.4,0.58,0.2985,1,49
1,17,0,5,1,3,0.36,0.81,0.2239,5,123
